No,customerID,CheckingAccount,SavingAccount,CertificatesofDeposit,Mortgages,Loans,CreditCard,DebitCard,CreditScore,TotalRelationshipCount,ContactsCount12month,TotalTransactionCount,CustomerSince,Churn
3264,0689-DSXGL,Yes,No,No,Yes,Yes,Premium,No,568,4,1,689,6/30/2008,No
1829,1839-UMACK,Yes,Yes,No,Yes,No ,Standart,Premium,771,6,3,232,6/29/2008,No
4281,9135-HSWOC,Yes,No,No,Yes,Yes,Premium,Standart,844,5,0,962,6/27/2008,No
477,3780-DDGSE,Yes,No,No,Yes,No,Standart,Gold,605,4,1,257,6/23/2008,No
17,8191-XWSZG,Yes,No,No,Yes,No ,Gold,Premium,576,5,0,805,6/20/2008,No
4605,8065-BVEPF,Yes,No,No,Yes,Yes,Premium,Gold,624,5,1,740,6/20/2008,No
4503,1264-BYWMS,Yes,Yes,No,No,No,Standart,Gold,612,4,1,825,6/16/2008,Yes
3649,9419-IPPBE,Yes,Yes,No,No,Yes,Standart,Premium,788,5,2,442,6/15/2008,No
900,2267-FPIMA,Yes,Yes,Yes,Yes,No,Platinum,Gold,729,6,1,274,6/9/2008,No
1841,6990-YNRIO,Yes,Yes,Yes,No,Yes,Premium,Standart,847,6,0,216,6/8/2008,Yes
6610,1000-AJSLD,Yes,No,No,Yes,Yes,Gold,Standart,774,5,1,848,6/6/2008,Yes
2459,7516-GMHUV,Yes,Yes,Yes,No,Yes,Platinum,Standart,778,6,3,752,6/2/2008,No
4002,7446-KQISO,Yes,Yes,No,Yes,Yes,Premium,Standart,826,6,3,886,6/1/2008,No
2853,5485-ITNPC,Yes,No,Yes,Yes,Yes,Premium,Standart,838,6,1,516,5/26/2008,No
3708,9537-JALFH,Yes,No,No,Yes,No ,Premium,Standart,625,5,2,569,5/22/2008,No
6595,8317-BVKSO,Yes,No,No,Yes,Yes,Standart,Premium,715,5,2,172,5/21/2008,No
7000,2108-XWMPY,No,Yes,Yes,Yes,No,Gold,Standart,687,5,0,821,5/20/2008,Yes
3911,8938-UMKPI,Yes,Yes,No,Yes,Yes,Standart,Gold,811,6,1,514,5/18/2008,Yes
79,0191-ZHSKZ,Yes,No,Yes,Yes,No,Standart,Gold,838,5,2,202,5/16/2008,No
1744,3768-VHXQO,Yes,Yes,No,Yes,No ,Premium,Standart,810,6,0,241,5/15/2008,No
3467,9430-NKQLY,Yes,Yes,No,Yes,Yes,Premium,Standart,825,6,1,321,5/14/2008,No
1588,5939-SXWHM,Yes,Yes,No,Yes,No ,Premium,Standart,838,6,0,591,5/12/2008,No
4719,3556-BVQGL,Yes,No,No,Yes,Yes,Gold,Premium,523,5,2,227,5/12/2008,No
4536,9647-ERGBE,Yes,Yes,No,No,Yes,Standart,Gold,646,5,1,291,5/11/2008,Yes
1610,3584-WKTTW,Yes,Yes,Yes,No,Yes,Standart,Premium,831,6,3,328,5/10/2008,No
1767,8763-KIAFH,Yes,No,No,Yes,Yes,Gold,Premium,398,5,1,886,5/9/2008,No
4346,4302-ZYFEL,Yes,No,No,Yes,Yes,Premium,Premium,755,5,4,996,5/4/2008,No
5428,2455-USLMV,Yes,Yes,Yes,No,Yes,Platinum,Gold,713,6,0,760,5/3/2008,No
2312,8552-OBVRU,Yes,No,Yes,No,Yes,Standart,Gold,828,5,1,922,5/2/2008,No
2381,3413-DHLPB,Yes,Yes,No,Yes,No,Premium,Gold,802,5,0,394,5/2/2008,No
1199,5542-NKVRU,Yes,No,No,Yes,Yes,Premium,Standart,720,5,1,225,5/1/2008,No
4721,8979-CAMGB,Yes,Yes,No,No,Yes,Standart,Premium,843,5,1,921,4/27/2008,No
4409,2824-DXNKN,Yes,Yes,Yes,No,Yes,Premium,Standart,836,6,0,562,4/26/2008,No
5867,7526-IVLYU,Yes,No,No,Yes,Yes,Gold,Standart,790,5,0,857,4/24/2008,No
1214,6980-IMXXE,Yes,No,No,Yes,No ,Premium,Standart,699,5,2,258,4/19/2008,No
2524,9081-WWXKP,Yes,No,No,Yes,No ,Premium,Standart,705,5,2,516,4/19/2008,No
5771,6252-DFGTK,Yes,Yes,Yes,No,Yes,Platinum,Premium,720,6,4,763,4/19/2008,No
4698,0129-KPTWJ,Yes,No,No,No,Yes,Standart,Gold,509,4,3,102,4/17/2008,No
4944,4973-MGTON,Yes,No,Yes,Yes,Yes,Platinum,Standart,801,6,2,964,4/17/2008,No
1962,4445-KWOKW,Yes,Yes,Yes,Yes,No,Premium,Premium,806,6,0,253,4/10/2008,No
5949,1414-YADCW,Yes,No,Yes,Yes,No,Premium,Standart,650,5,3,813,4/6/2008,No
945,6353-BRMMA,Yes,Yes,Yes,Yes,No,Premium,Gold,344,6,0,210,4/5/2008,No
3285,7586-ZATGZ,Yes,Yes,No,No,No,Standart,Gold,548,4,1,936,4/3/2008,No
235,1984-GPTEH,Yes,Yes,No,Yes,No ,Standart,No,709,5,1,719,3/25/2008,No
6397,2974-GGUXS,Yes,Yes,No,Yes,No,Platinum,Gold,719,5,3,312,3/23/2008,No
6551,1309-BXVOQ,Yes,Yes,No,No,Yes,Standart,Gold,715,5,1,642,3/23/2008,Yes
5659,2371-JQHZZ,Yes,Yes,No,No,No,Standart,Gold,535,4,2,889,3/22/2008,No
432,7781-HVGMK,No,Yes,Yes,Yes,Yes,Platinum,Standart,806,6,2,229,3/14/2008,No
634,7665-VIGUD,Yes,No,No,Yes,No ,Gold,Premium,326,5,2,268,3/6/2008,No
862,9777-IQHWP,Yes,Yes,Yes,No,Yes,Premium,Standart,829,6,1,238,2/29/2008,No
1598,5327-CNLUQ,Yes,Yes,Yes,Yes,Yes,Premium,Standart,696,7,1,883,2/29/2008,No
4560,7787-BNTZM,Yes,No,No,Yes,No ,Premium,No,617,4,0,926,2/17/2008,No
1443,3253-HKOKL,Yes,No,Yes,No,Yes,Standart,Premium,617,5,0,215,2/14/2008,No
2748,8295-FHIVV,Yes,No,No,Yes,Yes,Gold,Standart,679,5,2,500,2/14/2008,No
897,8975-SKGRX,Yes,Yes,Yes,Yes,Yes,Premium,Standart,501,7,0,218,2/12/2008,No
5608,2460-FPSYH,No,Yes,Yes,Yes,No,Standart,Gold,742,5,0,927,2/7/2008,Yes
622,0516-UXRMT,Yes,Yes,Yes,Yes,Yes,Standart,Premium,566,7,1,281,2/6/2008,No
207,6348-SNFUS,No,Yes,Yes,Yes,Yes,Platinum,Standart,822,6,2,983,2/1/2008,No
4012,8143-ETQTI,Yes,No,No,Yes,Yes,Gold,Standart,624,5,2,767,1/29/2008,No
4729,6119-SPUDB,No,Yes,Yes,No,Yes,Gold,Standart,674,5,0,318,1/29/2008,No
6586,4955-VCWBI,Yes,No,No,Yes,No ,Gold,Premium,512,5,0,821,1/26/2008,No
6902,2925-MXLSX,Yes,Yes,No,Yes,Yes,Platinum,Premium,702,6,0,963,1/25/2008,No
3419,4176-FXYBO,Yes,Yes,Yes,Yes,Yes,Standart,No,797,6,2,970,1/23/2008,No
3751,4415-WNGVR,Yes,No,Yes,No,Yes,Standart,Premium,620,5,2,322,1/22/2008,No
1642,5980-BDHPY,Yes,Yes,Yes,Yes,Yes,Premium,Standart,676,7,4,290,1/21/2008,No
5081,7159-NOKYQ,Yes,Yes,No,Yes,Yes,Standart,Standart,730,6,1,327,1/19/2008,No
4011,3727-JEZTU,Yes,No,No,Yes,No ,Gold,No,505,4,2,687,1/18/2008,No
915,6024-RUGGH,Yes,Yes,No,Yes,Yes,Premium,Standart,811,6,2,254,1/14/2008,No
4910,3720-DBRWL,Yes,No,Yes,Yes,Yes,Platinum,Standart,789,6,3,875,1/13/2008,No
2177,2626-VEEWG,Yes,No,No,Yes,Yes,Premium,Standart,850,5,1,301,1/10/2008,No
747,6919-ELBGL,Yes,Yes,Yes,Yes,Yes,Premium,Standart,500,7,4,931,1/4/2008,No
4513,0707-HOVVN,Yes,Yes,No,Yes,Yes,Premium,Standart,801,6,3,885,1/3/2008,No
5288,9708-KFDBY,Yes,No,No,Yes,No ,Premium,No,641,4,2,364,1/3/2008,No
3785,4958-XCBDQ,Yes,Yes,No,No,Yes,Standart,Gold,818,5,0,260,1/1/2008,Yes
4015,3657-COGMW,Yes,Yes,Yes,Yes,Yes,Platinum,No,819,6,3,837,1/1/2008,No
6570,2229-DPMBI,Yes,No,No,Yes,No ,Gold,Standart,827,5,0,941,1/1/2008,No
2981,5598-IKHQQ,Yes,Yes,No,Yes,No ,Premium,Standart,830,6,1,851,12/31/2007,No
5567,2302-OUZXB,Yes,Yes,No,Yes,Yes,Premium,Standart,849,6,1,820,12/29/2007,No
27,6467-CHFZW,Yes,Yes,No,Yes,No,Standart,Gold,743,5,2,943,12/22/2007,Yes
3178,1814-WFGVS,No,Yes,Yes,No,Yes,Gold,Standart,731,5,2,874,12/22/2007,No
5310,0704-VCUMB,Yes,No,No,Yes,No ,Premium,Standart,751,5,3,601,12/20/2007,No
1384,3334-CTHOL,Yes,Yes,No,No,No,Premium,Standart,654,4,0,285,12/17/2007,Yes
6195,2868-LLSKM,Yes,Yes,No,Yes,No,Premium,Premium,770,5,2,404,12/17/2007,No
2640,2433-KMEAS,Yes,Yes,Yes,No,No,Standart,Platinum,671,5,0,681,12/15/2007,Yes
639,4913-EHYUI,Yes,Yes,Yes,No,Yes,Premium,Premium,847,6,1,852,12/14/2007,Yes
1067,9646-NMHXE,Yes,No,No,Yes,No ,Gold,Standart,760,5,0,208,12/14/2007,No
4236,7629-WFGLW,Yes,Yes,Yes,Yes,Yes,Standart,Premium,805,7,1,707,12/12/2007,No
3304,7786-WBJYI,Yes,Yes,No,Yes,No,Premium,No,575,4,0,770,12/10/2007,Yes
2526,3133-PZNSR,Yes,Yes,Yes,Yes,No,Platinum,Standart,702,6,4,510,12/9/2007,No
3985,5884-FBCTL,Yes,Yes,No,Yes,No ,Premium,Standart,840,6,3,631,12/9/2007,No
3709,6698-OXETB,Yes,No,No,Yes,No ,Gold,Standart,743,5,0,184,12/6/2007,No
14,0280-XJGEX,Yes,Yes,No,Yes,Yes,Premium,Gold,312,6,1,863,12/4/2007,Yes
6963,0886-QGENL,Yes,No,Yes,No,Yes,Standart,Gold,727,5,1,123,12/4/2007,Yes
5356,4724-WXVWF,Yes,Yes,Yes,No,No,Standart,Gold,746,5,0,854,12/1/2007,No
5528,5985-BEHZK,Yes,Yes,No,Yes,Yes,Platinum,Premium,755,6,3,795,11/25/2007,No
1493,3254-YRILK,Yes,Yes,No,Yes,No,Standart,Platinum,828,5,0,978,11/22/2007,Yes
2852,1897-OKVMW,Yes,Yes,Yes,Yes,Yes,No,Standart,824,6,1,852,11/21/2007,No
4517,4077-HWUYD,Yes,Yes,Yes,Yes,Yes,Premium,Standart,767,7,0,475,11/21/2007,No
3819,8819-ZBYNA,Yes,Yes,Yes,Yes,No,Platinum,Standart,760,6,1,893,11/19/2007,No
6269,9746-UGFAC,Yes,No,No,Yes,No ,Premium,Premium,627,5,2,384,11/19/2007,No
6130,4132-POCZS,No,Yes,Yes,No,No,Standart,Gold,718,4,1,305,11/18/2007,No
821,4220-TINQT,Yes,Yes,No,No,Yes,Standart,Gold,793,5,2,327,11/15/2007,No
2697,5472-CVMDX,No,Yes,Yes,No,Yes,Gold,Standart,823,5,0,917,11/13/2007,No
2332,2809-ILCYT,Yes,Yes,No,Yes,Yes,Gold,Premium,526,6,4,305,11/11/2007,No
703,1766-GKNMI,Yes,Yes,No,No,No,Standart,Gold,680,4,1,981,11/10/2007,No
696,2480-JZOSN,Yes,No,No,Yes,Yes,Gold,Standart,678,5,0,265,11/9/2007,No
1095,1338-CECEE,Yes,Yes,No,Yes,Yes,Premium,Premium,827,6,1,243,11/9/2007,No
4431,5061-PBXFW,Yes,No,Yes,Yes,No,Premium,No,584,4,0,878,11/8/2007,No
3644,9451-WLYRI,Yes,No,No,Yes,No ,Premium,Premium,645,5,4,429,11/1/2007,No
172,1875-QIVME,Yes,Yes,No,No,Yes,Standart,Premium,811,5,0,422,10/28/2007,Yes
3119,2122-SZZZD,Yes,No,No,Yes,No ,Premium,Premium,780,5,3,580,10/19/2007,No
3841,1080-BWSYE,Yes,Yes,No,Yes,No ,Premium,Standart,838,6,1,518,10/19/2007,No
1138,0831-JNISG,Yes,No,No,Yes,No ,Gold,Standart,690,5,4,658,10/15/2007,No
7031,0871-OPBXW,Yes,No,No,Yes,Yes,Gold,Standart,603,5,0,95,10/13/2007,No
2444,9802-CAQUT,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,300,7,3,985,10/11/2007,No
3028,1614-JBEBI,Yes,No,No,Yes,Yes,Gold,Standart,826,5,3,959,10/10/2007,No
6630,6437-UDQJM,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,307,7,1,281,10/8/2007,No
1458,6362-QHAFM,Yes,Yes,No,No,Yes,Standart,Premium,625,5,0,297,10/6/2007,No
3026,6651-RLGGM,Yes,Yes,No,Yes,No ,Gold,Standart,516,6,0,975,10/6/2007,No
4836,2360-RDGRO,Yes,Yes,Yes,No,Yes,Standart,Gold,826,6,3,916,10/6/2007,No
7021,9837-FWLCH,Yes,No,No,Yes,Yes,Standart,Premium,617,5,2,468,10/6/2007,No
3831,2656-TABEH,Yes,Yes,No,Yes,No,Standart,Premium,703,5,1,566,10/5/2007,Yes
6460,3256-EZDBI,No,Yes,No,Yes,No,Premium,Platinum,672,4,1,199,10/2/2007,No
4635,9426-SXNHE,Yes,No,No,Yes,No ,Premium,No,715,4,0,505,10/1/2007,No
2455,5406-KGRMX,Yes,Yes,No,Yes,No ,Standart,Standart,831,6,1,872,9/29/2007,No
6884,2133-TSRRM,Yes,No,Yes,Yes,Yes,Premium,Gold,424,6,3,827,9/27/2007,No
2180,7311-MQJCH,Yes,No,No,Yes,No ,Standart,Premium,642,5,3,797,9/23/2007,No
4607,1734-ZMNTZ,Yes,Yes,No,Yes,No ,Gold,Standart,569,6,3,801,9/23/2007,No
6714,4989-LIXVT,Yes,Yes,No,Yes,Yes,Standart,Gold,829,6,1,816,9/23/2007,No
4390,1482-OXZSY,Yes,Yes,Yes,No,No,Premium,Gold,768,5,4,331,9/22/2007,No
1953,0564-MUUQK,Yes,Yes,No,No,Yes,Premium,Platinum,664,5,3,859,9/10/2007,No
2880,4550-VBOFE,Yes,Yes,No,Yes,Yes,Standart,Gold,802,6,2,246,9/10/2007,Yes
4403,9039-RBEEE,No,Yes,Yes,Yes,No,Premium,Platinum,697,5,1,543,9/6/2007,Yes
391,3597-MVHJT,Yes,Yes,No,No,No,Premium,Gold,621,4,0,272,9/5/2007,No
345,5924-SNGKP,Yes,No,No,Yes,Yes,Premium,Premium,812,5,1,229,9/2/2007,No
731,6439-GTPCA,Yes,Yes,No,No,Yes,Standart,Gold,616,5,0,671,8/31/2007,Yes
6358,8079-XRJRS,Yes,Yes,Yes,Yes,Yes,Standart,Premium,704,7,0,293,8/31/2007,Yes
5895,7881-INRLC,Yes,Yes,No,Yes,No,Platinum,Gold,845,5,1,711,8/30/2007,Yes
6356,1936-UAFEH,Yes,Yes,Yes,Yes,No,Platinum,Standart,778,6,3,100,8/28/2007,No
3937,0701-TJSEF,Yes,No,Yes,No,Yes,Premium,No,519,4,2,732,8/26/2007,No
1511,7898-PDWQE,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,524,7,1,731,8/24/2007,No
2144,4079-VTGLK,Yes,Yes,No,No,Yes,Standart,Standart,785,5,3,933,8/14/2007,No
3900,9278-VZKCD,Yes,Yes,Yes,Yes,Yes,Standart,Gold,785,7,3,335,8/13/2007,No
4036,1485-YDHMM,Yes,Yes,No,Yes,No,Premium,Gold,677,5,4,690,8/13/2007,No
503,3957-HHLMR,Yes,Yes,Yes,No,No,Premium,Premium,633,5,0,282,8/12/2007,No
1036,1767-CJKBA,Yes,Yes,No,Yes,No ,Gold,Standart,388,6,0,275,8/12/2007,No
3869,1396-QWFBJ,Yes,No,No,Yes,No,Premium,Platinum,636,4,2,336,8/12/2007,Yes
6420,3865-ZYKAD,Yes,Yes,Yes,Yes,No,Platinum,Gold,830,6,4,512,8/9/2007,No
1203,3927-NLNRY,Yes,No,No,Yes,No,Premium,Premium,689,4,0,225,8/7/2007,Yes
6626,3398-FSHON,Yes,Yes,No,Yes,No,Standart,Platinum,709,5,0,156,8/5/2007,Yes
6197,2988-QRAJY,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,514,7,0,493,8/3/2007,No
412,4163-NCJAK,Yes,Yes,No,Yes,Yes,Premium,Premium,827,6,0,250,8/2/2007,No
7038,2569-WGERO,Yes,No,No,Yes,Yes,Premium,Standart,832,5,3,528,7/28/2007,No
1503,5724-BIDBU,Yes,Yes,Yes,No,No,Standart,Premium,823,5,3,971,7/26/2007,No
1391,8039-ACLPL,Yes,No,Yes,Yes,Yes,Platinum,Standart,846,6,1,284,7/24/2007,No
469,8896-RAZCR,Yes,No,No,Yes,No ,Gold,Standart,729,5,1,261,7/22/2007,No
6912,0508-SQWPL,Yes,No,No,Yes,Yes,Premium,Standart,805,5,2,935,7/22/2007,No
5487,7609-YBPXG,Yes,Yes,Yes,No,Yes,Premium,Standart,835,6,0,734,7/20/2007,No
3008,6022-UGGSO,Yes,No,No,Yes,No,Standart,Gold,508,4,1,940,7/18/2007,Yes
6196,8111-RKSPX,Yes,Yes,No,No,No,Premium,Premium,778,4,0,747,7/15/2007,Yes
756,6683-VLCTZ,Yes,Yes,No,No,Yes,Standart,Platinum,645,5,0,879,7/14/2007,Yes
1561,7338-ERIVA,No,Yes,Yes,No,No,Premium,Premium,639,4,2,213,7/13/2007,No
1927,6651-AZVTJ,Yes,Yes,No,No,Yes,Standart,Gold,671,5,1,280,7/11/2007,Yes
6307,0186-CAERR,Yes,Yes,Yes,Yes,Yes,Premium,Premium,531,7,1,614,7/10/2007,No
1741,1222-KJNZD,Yes,No,No,Yes,Yes,Premium,No,754,4,0,377,7/5/2007,No
2898,8234-GSZYK,Yes,Yes,No,Yes,No ,Premium,Standart,839,6,1,660,7/2/2007,No
6118,3308-DGHKL,Yes,No,No,Yes,Yes,Premium,Standart,835,5,2,269,6/23/2007,No
2233,6479-SZPLM,Yes,No,No,Yes,No ,Premium,Standart,840,5,2,105,6/20/2007,No
2114,7607-QKKTJ,Yes,Yes,No,Yes,Yes,Platinum,Premium,779,6,4,180,6/19/2007,No
4396,5502-RLUYV,Yes,Yes,No,Yes,Yes,Standart,Gold,806,6,0,386,6/18/2007,Yes
2979,2960-NKRSO,Yes,No,No,Yes,Yes,Standart,Gold,624,5,3,558,6/16/2007,No
1595,6485-QXWWE,Yes,Yes,No,Yes,No ,Premium,Standart,846,6,2,494,6/15/2007,No
1307,0201-OAMXR,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,710,7,1,242,6/14/2007,Yes
4842,9058-MJLZC,Yes,No,Yes,No,No,Standart,Gold,614,4,2,840,6/14/2007,No
1548,2886-KEFUM,Yes,Yes,No,Yes,Yes,Standart,Premium,835,6,1,216,6/11/2007,Yes
5324,1448-CYWKC,Yes,Yes,No,Yes,Yes,Platinum,Premium,819,6,0,765,6/11/2007,No
118,5299-RULOA,Yes,Yes,Yes,No,No,Standart,Platinum,842,5,0,244,6/8/2007,Yes
1849,7190-XHTWJ,Yes,No,No,Yes,No ,Gold,Premium,456,5,1,220,6/7/2007,No
4769,3996-ZNWYK,Yes,No,No,Yes,No ,Premium,Standart,729,5,3,142,6/6/2007,No
5551,8746-BFOAJ,Yes,No,No,Yes,No ,Premium,Premium,711,5,3,629,6/5/2007,No
2093,2251-PYLPB,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,350,7,0,654,6/4/2007,No
4275,3572-UUHRS,Yes,No,No,Yes,No ,Premium,Premium,788,5,1,230,6/4/2007,No
2026,1488-PBLJN,Yes,Yes,Yes,Yes,Yes,Premium,Standart,731,7,1,202,6/3/2007,No
1605,6265-SXWBU,Yes,Yes,No,Yes,Yes,Platinum,Premium,793,6,0,111,6/1/2007,No
1571,3070-FNFZQ,Yes,No,No,Yes,No ,Premium,Standart,782,5,0,263,5/29/2007,No
2751,1179-INLAT,Yes,No,No,Yes,Yes,Gold,Premium,500,5,3,967,5/25/2007,No
2709,8510-AWCXC,Yes,Yes,Yes,No,No,Standart,Platinum,800,5,2,811,5/23/2007,Yes
6377,1302-TPUBN,Yes,No,No,Yes,No ,Premium,Standart,815,5,3,737,5/22/2007,No
6137,3190-ITQXP,Yes,No,No,Yes,No ,Premium,Standart,694,5,0,820,5/17/2007,No
3241,8849-GYOKR,Yes,Yes,Yes,Yes,No,Premium,Premium,826,6,2,894,5/15/2007,Yes
2083,3486-KHMLI,Yes,Yes,No,Yes,No ,Gold,No,602,5,2,107,5/13/2007,No
3064,1666-JXLKU,Yes,Yes,No,No,Yes,Standart,Gold,719,5,3,579,5/12/2007,No
904,5285-MVEHD,Yes,No,Yes,Yes,Yes,Platinum,Premium,813,6,2,216,5/8/2007,No
5293,0756-MPZRL,No,Yes,No,No,Yes,Premium,Premium,771,4,1,970,5/5/2007,No
6006,3915-ODIYG,Yes,Yes,Yes,Yes,No,Standart,Premium,738,6,2,608,5/2/2007,No
6334,8651-ENBZX,Yes,Yes,No,No,Yes,Standart,Premium,715,5,2,641,4/25/2007,Yes
3567,9677-AVKED,Yes,Yes,No,Yes,Yes,Standart,Premium,740,6,2,944,4/23/2007,No
594,0215-BQKGS,Yes,No,Yes,Yes,Yes,Platinum,Gold,770,6,0,291,4/20/2007,No
1522,9207-ZPANB,Yes,Yes,Yes,Yes,Yes,Standart,Premium,608,7,1,811,4/19/2007,No
3838,3932-CMDTD,Yes,No,No,Yes,Yes,Standart,Premium,705,5,0,960,4/14/2007,Yes
1711,6435-SRWBJ,Yes,Yes,No,No,Yes,Standart,Premium,705,5,0,919,4/11/2007,No
5948,7951-QKZPL,Yes,Yes,No,Yes,Yes,Gold,Standart,544,6,0,771,4/11/2007,Yes
2275,0320-JDNQG,Yes,No,Yes,No,No,Standart,Gold,692,4,0,922,4/9/2007,Yes
3966,3692-JHONH,Yes,Yes,No,Yes,Yes,Standart,Premium,759,6,0,619,4/7/2007,No
2919,2761-XECQW,No,Yes,No,Yes,Yes,Gold,Premium,472,5,2,665,4/5/2007,No
3107,2817-LVCPP,Yes,No,No,Yes,No ,Premium,Standart,665,5,3,198,4/3/2007,No
5995,9661-ACXBS,Yes,Yes,Yes,No,Yes,Standart,Gold,839,6,1,166,4/1/2007,Yes
4039,2525-GVKQU,Yes,No,No,Yes,No ,Gold,Standart,698,5,0,867,3/31/2007,No
3212,4359-INNWN,Yes,No,No,Yes,No ,Premium,Premium,831,5,3,371,3/27/2007,No
3864,0365-BZUWY,Yes,Yes,No,Yes,Yes,Standart,Platinum,727,6,0,715,3/26/2007,No
1182,8399-YNDCH,Yes,No,No,No,Yes,Premium,Platinum,849,4,0,778,3/25/2007,Yes
2641,4391-LNRXK,Yes,No,No,Yes,Yes,Premium,Gold,722,5,3,504,3/25/2007,No
4779,7608-RGIRO,Yes,Yes,No,Yes,Yes,Gold,Standart,471,6,2,744,3/24/2007,No
141,3146-MSEGF,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,527,7,1,232,3/18/2007,No
715,4312-KFRXN,Yes,Yes,No,Yes,No ,Gold,Standart,462,6,3,672,3/18/2007,No
2138,8612-GXIDD,Yes,Yes,No,Yes,Yes,Premium,Standart,850,6,0,370,3/15/2007,No
6279,7208-PSIHR,Yes,Yes,No,No,Yes,Premium,Standart,674,5,0,352,3/14/2007,No
3215,0549-CYCQN,Yes,Yes,No,Yes,No,Premium,Premium,624,5,4,391,3/12/2007,No
3284,1085-LDWAM,Yes,No,No,Yes,Yes,Premium,Premium,615,5,2,537,3/10/2007,No
3535,2165-VOEGB,Yes,No,Yes,Yes,No,Premium,Premium,840,5,2,549,3/10/2007,Yes
5400,2589-AYCRP,Yes,No,No,Yes,No ,Premium,Premium,646,5,4,779,3/9/2007,No
6426,9746-YKGXB,No,Yes,Yes,No,Yes,Premium,Premium,841,5,2,399,3/8/2007,No
1556,9651-GTSAQ,Yes,No,Yes,Yes,Yes,Premium,Premium,833,6,1,225,3/7/2007,Yes
3620,6479-VDGRK,Yes,No,Yes,Yes,Yes,Premium,Standart,834,6,2,672,3/7/2007,No
4589,2105-PHWON,Yes,Yes,No,No,Yes,Platinum,Gold,694,5,3,994,3/6/2007,No
1922,6732-VAILE,Yes,Yes,No,Yes,Yes,Platinum,Standart,729,6,2,233,2/25/2007,No
3602,1552-CZCLL,Yes,No,No,Yes,No ,Premium,No,785,4,2,895,2/24/2007,No
6515,6166-YIPFO,No,Yes,Yes,Yes,Yes,Standart,Standart,819,6,2,497,2/24/2007,No
3679,6473-ULUHT,Yes,Yes,Yes,Yes,No,Standart,No,846,5,2,652,2/22/2007,No
4708,0961-ZWLVI,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,752,7,2,247,2/21/2007,No
67,8627-ZYGSZ,Yes,Yes,No,Yes,No,Standart,Premium,696,5,3,200,2/16/2007,No
898,0678-RLHVP,Yes,Yes,No,Yes,Yes,Standart,Standart,822,6,3,227,2/14/2007,No
421,2233-FAGXV,Yes,Yes,No,Yes,Yes,Gold,Standart,568,6,2,229,2/8/2007,No
3625,9544-PYPSJ,Yes,Yes,No,Yes,Yes,Platinum,Gold,797,6,0,850,2/6/2007,No
3820,6174-NRBTZ,No,Yes,Yes,No,No,Premium,Premium,668,4,0,503,1/28/2007,No
496,8205-OTCHB,No,Yes,No,Yes,Yes,Premium,Premium,634,5,2,241,1/27/2007,Yes
175,5918-VUKWP,Yes,No,No,Yes,No ,Premium,Premium,692,5,3,484,1/23/2007,No
4569,3709-OIJEA,Yes,No,No,Yes,Yes,Standart,Premium,707,5,2,636,1/22/2007,No
2260,9030-QGZNL,Yes,No,No,Yes,No ,Gold,Standart,661,5,1,773,1/18/2007,No
234,7083-MIOPC,Yes,No,No,Yes,No ,Premium,Standart,662,5,1,592,1/16/2007,No
720,6952-OMNWB,Yes,Yes,No,No,Yes,Platinum,Gold,751,5,1,960,1/10/2007,No
2773,3470-OBUET,Yes,Yes,Yes,Yes,No,Platinum,Standart,721,6,0,516,1/10/2007,No
3445,3739-YBWAB,No,Yes,Yes,No,Yes,Gold,Premium,558,5,1,843,1/10/2007,No
1599,7552-KEYGT,Yes,No,No,Yes,No ,Premium,Standart,732,5,2,468,1/8/2007,No
2829,8559-WNQZS,Yes,No,No,Yes,No ,Gold,Standart,847,5,1,627,1/8/2007,No
6038,7537-CBQUZ,Yes,Yes,Yes,Yes,Yes,Premium,Gold,630,7,3,531,1/8/2007,No
119,8402-OOOHJ,Yes,No,No,Yes,No ,Gold,Standart,755,5,0,289,1/5/2007,No
1699,1298-PHBTI,Yes,Yes,No,Yes,No,Standart,Standart,756,5,3,860,1/2/2007,No
4270,9170-CCKOU,Yes,Yes,Yes,Yes,Yes,Platinum,No,827,6,0,683,1/2/2007,Yes
5347,0771-CHWSK,Yes,Yes,Yes,Yes,Yes,Platinum,Standart,380,7,1,513,12/29/2006,No
6990,1389-WNUIB,Yes,Yes,Yes,No,No,Premium,Premium,626,5,2,514,12/27/2006,No
6730,2256-YLYLP,Yes,No,No,No,Yes,Premium,Standart,721,4,0,281,12/25/2006,No
4687,8024-XNAFQ,Yes,Yes,Yes,Yes,Yes,Premium,Standart,524,7,2,822,12/22/2006,No
1884,8840-DQLGN,Yes,Yes,Yes,Yes,No,Premium,Gold,575,6,1,840,12/20/2006,Yes
1113,2176-LVPNX,Yes,Yes,Yes,Yes,Yes,No,Standart,771,6,0,258,12/18/2006,No
3201,0895-DQHEW,Yes,Yes,No,Yes,Yes,Standart,Gold,836,6,2,672,12/18/2006,Yes
2676,4878-BUNFV,Yes,No,No,Yes,No ,Gold,Standart,831,5,1,670,12/17/2006,No
